LexManos;2;4;11;18;2;4;10;4;2;4;5;5;2;7;8;38;2818;136;0.19117647058823528
cpw;5;5;13;16;2;7;4;5;2;6;4;3;5;12;2;15;2839;114;0.21052631578947367
RainWarrior;2;2878;4;0.75
matthewprenger;2873;1;1.0
emckee2006;2905;1;1.0
