dacap;2018-11-27/2018-12-11;2018-12-11/2018-12-20;2018-12-20/2019-01-10;2019-01-10/2019-05-17;2019-05-17/2019-06-29;2019-06-29/2019-09-20;2019-09-20/2019-12-06;2019-12-06/2020-01-15
william-index;2019-03-16/2020-01-15
