cpw;8;173;5;5;12;17;178;6;11;19;3;5;2;86;94;3;34;29;33;141;57;36;90;231;12;2;4;181;67;90;3;7;10;367;65;2028;0.02021696252465483
ichttt;659;1019;660;0.0030303030303030303
LexManos;766;15;798;782;0.0038363171355498722
tterrag1098;1237;1;1.0
SizableShrimp;99;713;101;0.0297029702970297
marchermans;80;229;20;434;330;0.012121212121212121
Su5eD;131;127;132;0.015151515151515152
PaintNinja;1;1.0
DaemonUmbra;499;1;1.0
mrp-v2;4;1123;5;0.4
jamierocks;1166;1;1.0
