dev,cosine_similarity
calixtus,0.08
Siedlerchr,0.05
tobiasdiez,0.04
davidemdot,0.04
stefan-kolb,0.03
koppor,0.03
matthiasgeiger,0.03
PointOfNilReturn,0
dependabot[bot],0
deisi,0
