dev,cosine_similarity
tobiasdiez,0.49
matthiasgeiger,0.48
stefan-kolb,0.46
koppor,0.46
Siedlerchr,0.42
davidemdot,0.31
calixtus,0.19
dependabot[bot],0.12
burrbull,0.12
vpbhargav,0.1
