dev,cosine_similarity
stefan-kolb,0.82
tobiasdiez,0.81
matthiasgeiger,0.79
koppor,0.78
Siedlerchr,0.62
davidemdot,0.36
calixtus,0.18
Ka0o0,0.14
mlep,0.12
dependabot[bot],0.1
