dev,cosine_similarity
vpbhargav,1.0
steffinstanly,0.88
dimmonn,0.75
michel-kraemer,0.71
MisterM13,0.71
sfo,0.58
siordache,0.58
ms111ds,0.58
illes,0.58
martinacat,0.58
