dev,cosine_similarity
ffffatgoose,0.31
Ka0o0,0.17
b0n541,0.12
mlep,0.12
rodps,0.11
koppor,0.08
stefan-kolb,0.07
calixtus,0.06
tobiasdiez,0.06
Siedlerchr,0.04
