dev,cosine_similarity
znuznu,0.62
taerim25,0.34
Ka0o0,0.21
dependabot-preview[bot],0.16
Siedlerchr,0.09
davidemdot,0.08
tobiasdiez,0.07
stefan-kolb,0.06
koppor,0.06
matthiasgeiger,0.04
