dev,cosine_similarity
calixtus,0.08
Siedlerchr,0.05
koppor,0.05
tobiasdiez,0.05
davidemdot,0.05
stefan-kolb,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
