dev,cosine_similarity
stefan-kolb,0.79
matthiasgeiger,0.76
tobiasdiez,0.69
koppor,0.66
Siedlerchr,0.51
davidemdot,0.3
calixtus,0.16
Ka0o0,0.13
mlep,0.11
dependabot[bot],0.09
