dev,cosine_similarity
steffinstanly,0.61
MisterM13,0.47
dimmonn,0.46
carlg0ransson,0.4
sfo,0.39
ms111ds,0.39
illes,0.39
martinacat,0.39
ageofadz,0.35
Ka0o0,0.34
