dev,cosine_similarity
steffinstanly,0.29
matthiasgeiger,0.29
stefan-kolb,0.27
Siedlerchr,0.26
burrbull,0.26
calixtus,0.25
tobiasdiez,0.24
koppor,0.23
MisterM13,0.23
dimmonn,0.22
