dev,cosine_similarity
burrbull,0.49
carlg0ransson,0.35
calixtus,0.22
mlep,0.21
matthiasgeiger,0.19
Siedlerchr,0.17
davidemdot,0.16
stefan-kolb,0.15
dawidowoc,0.15
mmihuu,0.15
