dev,cosine_similarity
carlg0ransson,0.5
Ka0o0,0.31
ffffatgoose,0.29
dawidowoc,0.22
mmihuu,0.22
b0n541,0.2
rodps,0.17
calixtus,0.12
davidemdot,0.12
Siedlerchr,0.11
