dev,cosine_similarity
steffinstanly,0.41
MisterM13,0.33
sfo,0.27
ms111ds,0.27
illes,0.27
martinacat,0.27
dimmonn,0.23
taerim25,0.23
Julien29121998,0.23
ageofadz,0.18
