dev,cosine_similarity
mlep,0.22
matthiasgeiger,0.08
stefan-kolb,0.07
Siedlerchr,0.06
calixtus,0.06
koppor,0.06
tobiasdiez,0.06
davidemdot,0.06
PointOfNilReturn,0
dependabot[bot],0
