dev,cosine_similarity
mlep,0.3
stefan-kolb,0.07
koppor,0.06
matthiasgeiger,0.05
tobiasdiez,0.04
davidemdot,0.03
Siedlerchr,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
