dev,cosine_similarity
steffinstanly,0.42
sfo,0.37
illes,0.37
andyjcollins,0.36
MisterM13,0.33
ms111ds,0.27
martinacat,0.27
CyraxSector,0.25
dimmonn,0.23
taerim25,0.23
