dev,cosine_similarity
steffinstanly,0.88
MisterM13,0.71
sfo,0.58
ms111ds,0.58
illes,0.58
martinacat,0.58
ageofadz,0.57
dimmonn,0.5
taerim25,0.5
Julien29121998,0.5
