dev,cosine_similarity
steffinstanly,0.92
MisterM13,0.72
sfo,0.59
ms111ds,0.59
illes,0.59
martinacat,0.59
dimmonn,0.51
taerim25,0.51
Ka0o0,0.51
Julien29121998,0.51
