dev,cosine_similarity
steffinstanly,0.27
stefan-kolb,0.27
illes,0.24
PointOfNilReturn,0.23
matthiasgeiger,0.23
tobiasdiez,0.23
Ka0o0,0.23
josephshin93,0.23
koppor,0.21
MisterM13,0.21
