dev,cosine_similarity
mlep,0.37
calixtus,0.11
davidemdot,0.08
matthiasgeiger,0.07
Siedlerchr,0.06
stefan-kolb,0.06
koppor,0.05
tobiasdiez,0.05
PointOfNilReturn,0
dependabot[bot],0
