dev,cosine_similarity
cs464osu,0.37
AyushBherwani1998,0.37
burrbull,0.37
kydojo,0.37
andyjcollins,0.37
carlg0ransson,0.26
calixtus,0.21
matthiasgeiger,0.2
Siedlerchr,0.19
davidemdot,0.19
