dev,cosine_similarity
matthiasgeiger,0.08
Siedlerchr,0.06
stefan-kolb,0.06
calixtus,0.06
koppor,0.05
tobiasdiez,0.05
davidemdot,0.04
PointOfNilReturn,0
dependabot[bot],0
deisi,0
