dev,cosine_similarity
steffinstanly,0.54
MisterM13,0.43
sfo,0.35
ms111ds,0.35
illes,0.35
martinacat,0.35
dimmonn,0.3
taerim25,0.3
Julien29121998,0.3
ageofadz,0.23
