dev,cosine_similarity
matthiasgeiger,0.57
tobiasdiez,0.52
stefan-kolb,0.5
koppor,0.49
Siedlerchr,0.44
davidemdot,0.29
mlep,0.21
calixtus,0.2
Ka0o0,0.15
steffinstanly,0.12
