dev,cosine_similarity
stefan-kolb,0.25
cmoralesmx,0.24
koppor,0.22
burrbull,0.2
matthiasgeiger,0.19
tobiasdiez,0.18
Siedlerchr,0.16
illes,0.12
mlep,0.12
davidemdot,0.11
