dev,cosine_similarity
mlep,0.44
steffinstanly,0.33
burrbull,0.32
matthiasgeiger,0.28
MisterM13,0.26
Siedlerchr,0.23
stefan-kolb,0.22
carlg0ransson,0.22
calixtus,0.21
koppor,0.21
