dev,cosine_similarity
mlep,0.42
steffinstanly,0.31
burrbull,0.3
sfo,0.29
matthiasgeiger,0.26
MisterM13,0.24
Siedlerchr,0.23
stefan-kolb,0.22
carlg0ransson,0.21
koppor,0.21
