dev,cosine_similarity
carlg0ransson,0.33
znuznu,0.27
Ka0o0,0.21
ffffatgoose,0.19
dawidowoc,0.15
mmihuu,0.15
b0n541,0.14
Siedlerchr,0.13
calixtus,0.11
rodps,0.11
