dev,cosine_similarity
cs464osu,2.0
AyushBherwani1998,2.0
kydojo,2.0
rodps,0.29
davidemdot,0.07
Siedlerchr,0.06
stefan-kolb,0.05
koppor,0.05
matthiasgeiger,0.05
tobiasdiez,0.04
