dev,cosine_similarity
matthiasgeiger,0.38
koppor,0.31
Siedlerchr,0.3
tobiasdiez,0.3
stefan-kolb,0.29
Ka0o0,0.23
mlep,0.23
calixtus,0.22
davidemdot,0.22
MisterM13,0.17
