dev,cosine_similarity
steffinstanly,0.99
MisterM13,0.79
sfo,0.65
ms111ds,0.65
illes,0.65
martinacat,0.65
dimmonn,0.56
taerim25,0.56
Julien29121998,0.56
ageofadz,0.42
