dev,cosine_similarity
Ka0o0,0.27
b0n541,0.17
Siedlerchr,0.07
matthiasgeiger,0.06
stefan-kolb,0.05
koppor,0.05
tobiasdiez,0.05
davidemdot,0.05
PointOfNilReturn,0
dependabot[bot],0
