dev,cosine_similarity
calixtus,0.1
matthiasgeiger,0.07
davidemdot,0.07
Siedlerchr,0.06
stefan-kolb,0.05
koppor,0.05
tobiasdiez,0.05
PointOfNilReturn,0
dependabot[bot],0
deisi,0
