dev,cosine_similarity
burrbull,0.39
carlg0ransson,0.28
matthiasgeiger,0.22
mlep,0.22
calixtus,0.21
Siedlerchr,0.18
stefan-kolb,0.18
taerim25,0.17
koppor,0.16
tobiasdiez,0.16
