dev,cosine_similarity
steffinstanly,0.33
MisterM13,0.26
sfo,0.22
ms111ds,0.22
illes,0.22
martinacat,0.22
Ka0o0,0.21
dimmonn,0.19
taerim25,0.19
Julien29121998,0.19
