dev,cosine_similarity
illes,0.32
taerim25,0.28
matthiasgeiger,0.09
Siedlerchr,0.08
koppor,0.08
davidemdot,0.08
stefan-kolb,0.07
tobiasdiez,0.07
calixtus,0.06
PointOfNilReturn,0
