dev,cosine_similarity
mlep,0.42
steffinstanly,0.32
burrbull,0.31
matthiasgeiger,0.3
sfo,0.29
MisterM13,0.25
Siedlerchr,0.24
stefan-kolb,0.24
calixtus,0.24
carlg0ransson,0.22
