dev,cosine_similarity
steffinstanly,0.67
carlg0ransson,0.53
MisterM13,0.53
sfo,0.44
ms111ds,0.44
illes,0.44
martinacat,0.44
ageofadz,0.43
dimmonn,0.38
taerim25,0.38
