dev,cosine_similarity
steffinstanly,0.79
MisterM13,0.63
sfo,0.52
ms111ds,0.52
illes,0.52
martinacat,0.52
dimmonn,0.45
taerim25,0.45
Julien29121998,0.45
ageofadz,0.34
