dev,cosine_similarity
burrbull,0.36
steffinstanly,0.32
carlg0ransson,0.25
MisterM13,0.25
dawidowoc,0.23
calixtus,0.22
sfo,0.21
ms111ds,0.21
illes,0.21
martinacat,0.21
