dev,cosine_similarity
MisterM13,0.72
steffinstanly,0.6
sfo,0.39
ms111ds,0.39
illes,0.39
martinacat,0.39
dimmonn,0.34
taerim25,0.34
Julien29121998,0.34
Ka0o0,0.33
