dev,cosine_similarity
MisterM13,0.92
steffinstanly,0.84
sfo,0.53
ms111ds,0.53
illes,0.53
martinacat,0.53
ageofadz,0.49
dimmonn,0.46
taerim25,0.46
Julien29121998,0.46
