dev,cosine_similarity
steffinstanly,0.76
MisterM13,0.6
carlg0ransson,0.52
sfo,0.49
ms111ds,0.49
illes,0.49
martinacat,0.49
dimmonn,0.42
taerim25,0.42
Julien29121998,0.42
