dev,cosine_similarity
steffinstanly,0.28
matthiasgeiger,0.25
burrbull,0.25
stefan-kolb,0.24
calixtus,0.24
tobiasdiez,0.23
koppor,0.22
davidemdot,0.22
Siedlerchr,0.21
MisterM13,0.21
