dev,cosine_similarity
matthiasgeiger,0.41
stefan-kolb,0.35
koppor,0.34
tobiasdiez,0.34
Siedlerchr,0.33
mlep,0.27
calixtus,0.22
davidemdot,0.22
MisterM13,0.19
steffinstanly,0.18
