dev,cosine_similarity
carlg0ransson,0.48
rodps,0.28
dawidowoc,0.21
mmihuu,0.21
Ka0o0,0.15
davidemdot,0.13
Siedlerchr,0.1
calixtus,0.1
b0n541,0.09
tobiasdiez,0.08
