dev,cosine_similarity
steffinstanly,1.02
MisterM13,0.82
sfo,0.67
ms111ds,0.67
illes,0.67
martinacat,0.67
ageofadz,0.65
dimmonn,0.58
taerim25,0.58
Julien29121998,0.58
