dev,cosine_similarity
mmihuu,0.44
calixtus,0.11
davidemdot,0.06
Siedlerchr,0.05
tobiasdiez,0.04
koppor,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
