dev,cosine_similarity
matthiasgeiger,0.18
steffinstanly,0.16
stefan-kolb,0.16
vpbhargav,0.16
victorjof,0.15
dimmonn,0.14
Siedlerchr,0.14
koppor,0.14
VMichelan,0.14
MisterM13,0.13
