dev,cosine_similarity
vpbhargav,2.0
michel-kraemer,1.41
siordache,1.15
UltimaBGD,1.04
dimmonn,1.0
dependabot-preview[bot],0.81
dependabot[bot],0.67
LyzardKing,0.39
b0n541,0.28
calixtus,0.15
