dev,cosine_similarity
matthiasgeiger,0.56
tobiasdiez,0.5
stefan-kolb,0.49
koppor,0.47
Siedlerchr,0.41
davidemdot,0.27
calixtus,0.18
mlep,0.18
Ka0o0,0.17
MisterM13,0.12
