dev,cosine_similarity
PointOfNilReturn,2.0
josephshin93,2.0
bharatr21,1.77
b0n541,0.24
Siedlerchr,0.05
stefan-kolb,0.05
koppor,0.05
matthiasgeiger,0.05
tobiasdiez,0.04
dependabot[bot],0
