dev,cosine_similarity
Siedlerchr,0.34
tobiasdiez,0.33
koppor,0.27
davidemdot,0.26
stefan-kolb,0.25
matthiasgeiger,0.25
MisterM13,0.18
steffinstanly,0.17
JoHaHu,0.17
b0n541,0.17
