dev,cosine_similarity
burrbull,0.87
PointOfNilReturn,0.61
josephshin93,0.61
bharatr21,0.54
deisi,0.35
mlep,0.25
LyzardKing,0.12
matthiasgeiger,0.09
stefan-kolb,0.08
Siedlerchr,0.07
