dev,cosine_similarity
vpbhargav,0.41
michel-kraemer,0.29
siordache,0.24
UltimaBGD,0.21
dimmonn,0.2
dependabot-preview[bot],0.17
dependabot[bot],0.14
Siedlerchr,0.13
tobiasdiez,0.11
stefan-kolb,0.08
