dev,cosine_similarity
carlg0ransson,0.37
deisi,0.3
ageofadz,0.23
dawidowoc,0.17
mmihuu,0.16
rodps,0.14
calixtus,0.13
Ka0o0,0.11
b0n541,0.11
stefan-kolb,0.1
