dev,cosine_similarity
calixtus,0.05
matthiasgeiger,0.05
davidemdot,0.05
stefan-kolb,0.04
Siedlerchr,0.03
koppor,0.03
tobiasdiez,0.03
PointOfNilReturn,0
dependabot[bot],0
deisi,0
