dev,cosine_similarity
steffinstanly,1.08
MisterM13,0.85
sfo,0.69
ms111ds,0.69
illes,0.69
martinacat,0.69
dimmonn,0.6
taerim25,0.6
Julien29121998,0.6
ageofadz,0.45
