dev,cosine_similarity
Siedlerchr,0.54
tobiasdiez,0.47
koppor,0.4
davidemdot,0.35
stefan-kolb,0.33
matthiasgeiger,0.33
calixtus,0.24
Ka0o0,0.19
b0n541,0.15
ageofadz,0.13
