cpw;4;17;195;3;29;3;4;31;46;21;20;9;23;35;72;27;141;15;77;103;66;155;9;187;165;372;74;1840;0.02010869565217391
LexManos;111;132;17;722;353;2;44;323;14;19;41;1739;0.006900517538815411
tterrag1098;65;96;113;1417;276;0.018115942028985508
mezz;21;102;1587;124;0.024193548387096774
ichttt;43;34;56;185;4;1311;324;0.021604938271604937
gigaherz;188;875;189;0.010582010582010581
coehlrich;5;252;6;0.3333333333333333
flxwed;15;1;1.0
PaintNinja;2;37;3;0.6666666666666666
diesieben07;902;1;1.0
Cadiboo;1573;1;1.0
