LexManos;276;2;10;30;315;5;234;137;9;121;185;473;1325;0.009056603773584906
DaemonUmbra;1520;1;1.0
TheSilkMiner;397;767;399;0.007518796992481203
SizableShrimp;25;8;274;90;408;399;0.015037593984962405
marchermans;469;1;1.0
